CVE_DOC,CANT,CVE_ART,COSTO_UNITARIO_CALCULADO,COSTO_TOTAL_CALCULADO,MARGEN_TOTAL_CALCULADO
F39571,1,TUS00128,$197.83,$197.83,$412.17
F39571,1,TUS00129,$178.15,$178.15,$431.85
F39571,1,TUS00130,$171.15,$171.15,$438.85
F39574,1,TP0001,$48.20,$48.20,$71.93
F39574,1,TP0024,$48.10,$48.10,$117.41
F39576,1,EE00022,$654.34,$654.34,"$27,153.66"
F39577,2,TK00028,$78.24,$156.48,$881.52
F39582,2,RP00223,$42.65,$85.31,"$1,900.93"
F39584,6,TUE00388,$394.88,"$2,369.31","$5,827.47"
F39586,6,BO00061,$89.98,$539.86,"$8,730.14"
F39587,3,TUE00122,$129.28,$387.85,"$2,561.16"
F39588,1,TP0040,$153.85,$153.85,$281.87
F39591,10,CAS00089,$251.47,"$2,514.71","$14,475.29"
F39592,1,RP00165,$277.50,$277.50,"$13,722.50"
F39595,1,TUE00389,"$1,541.46","$1,541.46","$5,049.64"
F39597,1,TJ00037,$519.45,$519.45,$769.55
F39597,2,TP0022,$331.49,$662.99,"$1,062.01"
F39597,1,TP0040,$153.85,$153.85,$308.15
F39598,1,TUA00485,$264.62,$264.62,$958.76
F39600,3,TUA00098,$199.05,$597.15,"$2,538.78"
F39603,3,TUA00468,$330.66,$991.99,"$2,820.53"
F39605,2,TP0005,$97.49,$194.99,"$1,143.01"
F39608,2,TP0001,$48.20,$96.40,$153.61
F39608,2,TP0002,$63.31,$126.62,$183.38
F39608,1,TP0003,$65.16,$65.16,$124.84
F39609,5,TJ00095,$61.77,$308.87,"$2,499.63"
F39609,5,TJ00096,$51.49,$257.43,"$2,455.82"
F39610,10,TP0011,$144.40,"$1,444","$3,406"
F39610,2,TP0012,$57.60,$115.20,$514.80
F39611,8,CBS00019,$336.58,"$2,692.66","$5,759.74"
F39612,1,TUA00191,"$1,318.10","$1,318.10","$1,346.90"
F39613,2,TP0022,$331.49,$662.99,$772.75
F39615,2,TP0008,$186.16,$372.32,"$1,011.08"
F39615,2,TP0009,$205.20,$410.41,$631.67
F39615,4,TP0010,$125.68,$502.72,$898.92
F39618,4,TUE00391,$120.76,$483.02,"$14,671.74"
F39621,1,TP0001,$48.20,$48.20,$76.80
F39622,5,TEE00012,"$1,044.55","$2,499.93","$22,452.82"
F39624,1,BN00271,$157.64,$157.64,$800.66
F39625,1,RP00228,$63.90,$63.90,$738.10
F39627,1,TUA00487,"$1,292.27","$1,292.27","$4,016.84"
F39630,2,TUE00390,$30.45,$60.89,"$1,331.11"
F39631,8,P114Q1H90412,$996.40,"$3,985.60","$3,219.92"
F39632,4,P251L1J1B000,$961.36,"$3,845.43","$5,594.57"
F39633,20,CBS00001,$592.18,"$11,843.56","$24,160.04"
F39634,6,BS00006,$936.33,"$5,618.00","$17,722.00"
F39634,6,BS00008,"$1,133.81","$6,802.89","$16,537.11"
F39636,10,TP0003,$88.63,$886.28,"$1,063.72"
F39637,2,BB00103,$168.53,$337.07,"$1,119.79"
F39642,20,ECQ-00972,$301.31,"$6,026.11","$23,479.89"
F39643,1,TUE00195,$919.68,$919.68,$399.02
F39645,1,CBS00106,$286.34,$286.34,$723.31
F39647,1,TU5/16X870J127V,$227.18,$227.18,$600.41
F39649,1,CAE00046,$137.33,$137.33,$736.42
F39649,1,CM16I2090A00,$139.65,$139.65,$595.35
F39654,6,TUA00258,$280.14,"$1,680.81","$11,384.19"
F39657,6,BO00061,$89.98,$539.86,"$8,730.14"
F39659,1,TUE00142,$448.24,$448.24,"$1,772.46"
F39661,2,TUA00490,$0,$0,"$7,287.40"
F39661,9,TUA00491,$0,$0,"$13,609.08"
F39664,1,BN00272,$328.36,$328.36,"$1,472.33"
F39666,1,BB00102,$78.25,$78.25,"$1,080.26"
F39671,8,CAS00044,$253.90,"$2,031.23","$5,245.25"
F39672,4,CAE00045,$158.36,$633.45,"$3,188.07"
F39673,8,CS12C1025A00,$96.96,$775.70,"$4,904.30"
F39675,1,TUE00166,$140.88,$140.88,"$1,244.62"
F39678,10,ABRAZA01,$21.39,$213.85,"$1,016.15"
F39685,6,47980249,$301.12,"$1,806.71","$4,073.29"
F39686,9,47980249,$299.53,"$2,695.79","$6,124.21"
F39686,1,47980626,$499.20,$499.20,$631.30
F39687,3,TP0003,$79.01,$237.03,$227.97
F39691,6,TEA00095,$127.06,$762.35,"$2,959.75"
F39696,1,RP00229,$0,$0,"$13,688"
F39700,1,TUE00142,$293.13,$293.13,"$1,927.57"
F39701,1,CAE00047,$291.13,$291.13,$830.57
F39701,1,TUE00392,$196.44,$196.44,"$1,105.71"
F39706,2,TP0011,$144.40,$288.80,$681.20
F39716,1,BO00005,"$1,734.88","$1,734.88","$16,747.90"
F39719,25,CBS00092,$461.49,"$11,537.18","$24,892.82"
F39721,10,ABRAZA01,$21.39,$213.85,"$1,016.15"
F39725,4,TUE00207,$466.20,"$1,864.79","$6,360.01"
F39730,1,TP0012,$57.60,$57.60,$257.40
F39731,20,ECQ-00972,$315.59,"$6,311.82","$23,194.18"
F39732,10,TEA00006,$119.05,"$1,190.47","$2,359.53"
F39733,3,TUS00131,$0,$0,"$4,157.70"
F39736,10,TEA00111,$668.13,"$6,681.26","$9,451.34"
F39741,4,TUS00052,$37.65,$150.59,"$1,529.41"
F39743,2,TUA00401,$360.20,$720.39,"$1,612.87"
F39748,2,TUE00206,$366.62,$733.23,$420.07
F39749,1,TP0011,$144.40,$144.40,$340.60
F39749,3,TP0012,$57.60,$172.80,$772.20
F39751,1,TUA00489,$0,$0,"$3,045.50"
F39752,1,TU5/16X870J127V,$227.18,$227.18,$462.44
F39754,4,CS14D2017B20,$222.14,$444.27,"$6,387.73"
F39757,1,TP0016,$222,$222,$593
F39759,3,TUA00488,$454.72,"$1,364.17","$2,983.73"
F39760,6,TP0005,$97.49,$584.96,"$1,786.78"
F39762,4,TP0004,$97.30,$389.19,$674.81
F39762,4,TP0008,$306.53,"$1,226.13","$1,395.87"
F39763,1,CBS00107,$355.52,$355.52,"$1,079.68"
F39764,1,TUE00081,$414.88,$414.88,"$1,863.57"
F39767,2,TUE00393,$83.40,$166.80,"$2,053.20"
F39770,4,TUE00207,$586.32,"$2,345.29","$5,879.51"
F39774,6,ECQ-01444,$828.00,"$4,968.00","$13,351.50"
F39775,5,EE00077,$442.50,"$2,212.51","$21,837.49"
F39776,2,ECQ-00971,$360.70,$721.39,"$1,230.61"
F39776,1,ECQ-00974,"$1,311.27","$1,311.27","$2,418.73"
F39776,5,ECQ-01444,$773.21,"$3,866.04","$11,400.21"
F39777,12,BO00061,$179.95,"$1,079.71","$17,460.29"
F39780,1,TP0012,$57.60,$57.60,$352.40
F39788,1,TUA00494,"$2,335.20","$2,335.20","$9,474.78"
F39791,6,TUA00433,$620.47,"$3,722.84","$11,245.96"
F39792,2,TU5/16X203V,$325.78,$651.57,$748.43
F39793,3,PT00091,$66.31,$198.93,"$1,235.07"
F39794,26,CAS00083,$131.45,"$3,417.80","$17,177.06"
F39794,10,CAS00084,$137.63,"$1,376.26","$6,611.64"
F39795,5,PJ31A1I1A000,$232.01,"$1,160.05","$2,487.80"
F39795,5,PJ31A1I1A400,$236.20,"$1,181.01","$2,507.09"
F39801,10,CS58R2200A01,$405.55,"$4,055.46","$9,519.54"
F39803,1,TUA00493,$0,$0,"$1,325.07"
F39810,16,CBS00109,$333.62,"$5,337.90","$26,372.18"
F39811,2,ECQ-00974,$696.46,"$1,392.92","$6,067.08"
F39812,10,70001698,$107.33,"$1,073.25","$3,806.75"
F39813,4,CAS00035,$681.52,"$2,726.10",$309.90
F39815,1,RP00230,"$1,319.88","$1,319.88","$4,349.11"
F39815,1,RP00231,$99.68,$99.68,"$2,200.32"
F39816,6,TUA00492,"$1,186.76","$7,120.54","$10,637.54"
F39817,2,TP0016,$317.50,$635,$829
F39820,1,TU5/16X230MM,$226.23,$226.23,$773.77
F39824,1,TUA00325,"$4,579.08","$4,579.08","$7,920.92"
F39826,5,RB00007,$78.09,$390.43,"$9,095.92"
F39828,3,TP00018,$51.16,$153.49,"$1,376.51"
F39830,6,BP00006,$294.50,"$1,767.02","$9,560.98"
F39830,3,PJ31Q1G1A400,$123.21,$369.62,$947.83
F39833,2,BL00002,$65.31,$130.63,"$1,721.01"
F39833,2,BN00145,$286.13,$572.25,"$3,248.75"
F39833,2,BN00146,$421.91,$843.82,"$3,197.02"
F39833,2,PT00079,$477.16,$954.32,"$1,399.82"
F39834,6,CS12F1040A00,$102.31,$613.88,"$3,658.12"
F39834,6,CS12H1050A00,$104.69,$628.12,"$3,683.48"
F39835,3,TUE00394,$596.55,"$1,789.64","$4,757.41"
F39837,1,TUA00470,"$1,884.35","$1,884.35","$4,025.49"
F39838,10,RB00007,$80.66,$806.55,"$13,253.45"
